Inflation,Month,Year,pmi,PartNo,Description,Quantity,Sales Price,Total Sales,Swaraj Engines Stock Price,M&M Stock Price,Escorts Kuboto Stock Price
6.23,6,2020,185,300145985A,Housing Axle King Shaft,146,1887.57,98648,1120.0,441.85,912.0
6.23,6,2020,185,10039106AB,Front Axle Housing LH-106 AB,39,1093.27,98648,1120.0,441.85,912.0
6.23,6,2020,185,10039104AC,Front Axle Housing RH-104 AC,344,1609.35,98648,1120.0,441.85,912.0
6.23,6,2020,185,10039098AB,"Front Axle Housing RH  (10039098AB)
",105,1829.44,98648,1120.0,441.85,912.0
6.23,6,2020,185,300422630A,Housing Front Axle Cover LH-630,468,3420.97,98648,1120.0,441.85,912.0
6.23,6,2020,185,300422616A,Housing Front Axle Cover RH-640,243,2332.12,98648,1120.0,441.85,912.0
6.23,6,2020,185,300137705B,Housing Front Axle Cover LH-705,198,2115.57,98648,1120.0,441.85,912.0
6.23,6,2020,185,300130478B,Housing Front Axle Cover RH-478,292,3206.29,98648,1120.0,441.85,912.0
6.23,6,2020,185,10051257CB,Front Axle Housing,151,2035.56,98648,1120.0,441.85,912.0
6.23,6,2020,185,1A8252-42110,Hydarulic Housing,76,316.54,98648,1120.0,441.85,912.0
6.23,6,2020,185,10071462AG,Integral Front Axle Bkt(Casting),98,3228.44,98648,1120.0,441.85,912.0
6.23,6,2020,185,5A8252-24701,COVER FRONT,154,1906.71,98648,1120.0,441.85,912.0
6.23,6,2020,185,5A8252-24240,COVER REAR,54,707.39,98648,1120.0,441.85,912.0
6.23,6,2020,185,1A8252-43231-1,HEAD CYLINDER,295,2153.32,98648,1120.0,441.85,912.0
6.23,6,2020,185,1A8550-43210-1,HEAD CYLINDER-210,325,2707.0,98648,1120.0,441.85,912.0
6.23,6,2020,185,1A8252-47710,HINGE SUPPORT-8252,258,2069.06,98648,1120.0,441.85,912.0
6.23,6,2020,185,101281426000,Brake Drum -6000,294,2569.77,98648,1120.0,441.85,912.0
6.23,6,2020,185,101281426100,Brake Drum -6100,82,912.23,98648,1120.0,441.85,912.0
6.23,6,2020,185,1SK-45870,HUB Tunring,163,2567.94,98648,1120.0,441.85,912.0
6.23,6,2020,185,(SE01B00G00037),Front Wheel hub Star Glow,350,277.36,98648,1120.0,441.85,912.0
6.23,6,2020,185,4256730,HUB-118,166,800.21,98648,1120.0,441.85,912.0
6.23,6,2020,185,4252073,HUB-316,185,2461.04,98648,1120.0,441.85,912.0
6.23,6,2020,185,4252752,HUB-454,178,2760.71,98648,1120.0,441.85,912.0
6.23,6,2020,185,4255058,HUB-770,99,875.53,98648,1120.0,441.85,912.0
6.23,6,2020,185,10055248BB,ASSY FRONT AXLE HOUSING PADDY SPECIAL,413,2942.61,98648,1120.0,441.85,912.0
6.23,6,2020,185,1A8252-13760-1,"GEARBOX, FRONT L ECN",217,630.19,98648,1120.0,441.85,912.0
6.23,6,2020,185,1A8252-13770-1,"GEARBOX, FRONT R ECN",156,1026.07,98648,1120.0,441.85,912.0
6.23,6,2020,185,300167935A,Center Beam Housing -584/935,123,938.17,98648,1120.0,441.85,912.0
6.23,6,2020,185,XBY00222,Bracket Engine,51,1144.92,98648,1120.0,441.85,912.0
6.23,6,2020,185,300137702C,CENTER BEAM HSG - Casting,477,2951.47,98648,1120.0,441.85,912.0
6.23,6,2020,185,M31149S002,Fron Wheel Hub Champ,199,2163.23,98648,1120.0,441.85,912.0
6.23,6,2020,185,X1821622,Housing Oil Cooler,158,1340.09,98648,1120.0,441.85,912.0
6.23,6,2020,185,B3F01301,Flywheel Boss,109,100.27,98648,1120.0,441.85,912.0
6.23,6,2020,185,F4W03322,FSFB Bracket - 3322,330,2697.26,98648,1120.0,441.85,912.0
6.23,6,2020,185,F4W03222,FSFB Bracket - 3222,184,3242.18,98648,1120.0,441.85,912.0
6.23,6,2020,185,X6E04822,NODO BRACKET -ECO-4822,141,2232.17,98648,1120.0,441.85,912.0
6.23,6,2020,185,F6A07422,Spring bracket-7422,239,3422.97,98648,1120.0,441.85,912.0
6.23,6,2020,185,7125600,Wheel - Drive,55,224.87,98648,1120.0,441.85,912.0
6.23,6,2020,185,8829617,Dual adapter hub,112,1296.1,98648,1120.0,441.85,912.0
6.23,6,2020,185,29324690,Disc Actuating,68,3282.18,98648,1120.0,441.85,912.0
6.23,6,2020,185,IC0305854,EICHER BRAKE DRUM,79,2256.66,98648,1120.0,441.85,912.0
6.23,6,2020,185,277642303714,Brake Drum 3714,84,1220.84,98648,1120.0,441.85,912.0
6.23,6,2020,185,277642303707,Brake Drum 3707,165,1439.01,98648,1120.0,441.85,912.0
6.23,6,2020,185,66666,Trunnion Braket,152,1376.78,98648,1120.0,441.85,912.0
6.23,6,2020,185,1528137,Chart Casting Wheel -8137,60,1465.9,98648,1120.0,441.85,912.0
6.23,6,2020,185,1528138,Chart Casting Wheel -8138,166,3271.71,98648,1120.0,441.85,912.0
6.23,6,2020,185,516266681,Chart Casting Wheel -6681,26,2237.88,98648,1120.0,441.85,912.0
6.23,6,2020,185,8504786,Casting drive wheel,37,3032.8,98648,1120.0,441.85,912.0
6.23,6,2020,185,1524926,Hub Casting ,136,3676.87,98648,1120.0,441.85,912.0
6.23,6,2020,185,8827231,Drive wheel -casting,135,273.92,98648,1120.0,441.85,912.0
6.23,6,2020,185,006050988V01,Fly Wheel 67 HP,308,2731.45,98648,1120.0,441.85,912.0
6.23,6,2020,185,907125600,Wheel - Drive,192,1932.14,98648,1120.0,441.85,912.0
6.23,6,2020,185,60000-01/018,"Brake Drum , 16.5X7, G3000b",232,995.3,98648,1120.0,441.85,912.0
6.23,6,2020,185,X1505222,Pulley-5222,229,1088.88,98648,1120.0,441.85,912.0
6.23,6,2020,185,X1505122,Pulley-5122,142,3710.84,98648,1120.0,441.85,912.0
6.23,6,2020,185,006525415B01,Axle Carr LH,147,2361.65,98648,1120.0,441.85,912.0
6.23,6,2020,185,006525417B01,Axle Carr RH,140,98.31,98648,1120.0,441.85,912.0
6.23,6,2020,185,B3F16003,Fly Wheel -16003,142,3147.68,98648,1120.0,441.85,912.0
6.23,6,2020,185,5739980670,HYVA Bracket 670,262,3074.05,98648,1120.0,441.85,912.0
6.23,6,2020,185,3318C00701,Flywheel-701,117,2169.71,98648,1120.0,441.85,912.0
6.23,6,2020,185,H01XX417961701,Drive wheel,361,1373.25,98648,1120.0,441.85,912.0
6.23,6,2020,185,X6E04722,NODO BRACKET-ECO-4722,483,155.12,98648,1120.0,441.85,912.0
6.23,6,2020,185,FTF03022,Rear Dummy HUB-3222,371,2157.75,98648,1120.0,441.85,912.0
6.23,6,2020,185,F5N04822,Bracket -Engine Mounting-4822,251,1453.61,98648,1120.0,441.85,912.0
6.23,6,2020,185,A 400 322 05 01,Spring bracket -501,226,905.82,98648,1120.0,441.85,912.0
6.23,6,2020,185,A 400 322 00 01,Spring bracket -0001,303,3315.78,98648,1120.0,441.85,912.0
6.23,6,2020,185,A 400 322 00 06,Spring bracket -0006,219,1098.58,98648,1120.0,441.85,912.0
6.23,6,2020,185,A4008911020,Bracket Bearing 1020,96,2122.26,98648,1120.0,441.85,912.0
6.23,6,2020,185,A4003220101,Spring bracket -0101,112,2570.57,98648,1120.0,441.85,912.0
6.23,6,2020,185,A400 891 09 20,Bracket Bearing 920,232,3289.6,98648,1120.0,441.85,912.0
6.73,7,2020,175,0503BA0290N-RK,ALFA HUB,48,1559.03,70645,1465.95,513.75,1053.0
6.73,7,2020,175,0503BA0290N,Front Wheel Hub,344,2901.47,70645,1465.95,513.75,1053.0
6.73,7,2020,175,0502BA1050N,Alfa Rear Wheel Hub LH,175,1026.52,70645,1465.95,513.75,1053.0
6.73,7,2020,175,0502BA1060N,Alfa Rear Wheel Hub RH,126,3243.48,70645,1465.95,513.75,1053.0
6.73,7,2020,175,0602AAB00260N,Brake Drum ALFA,164,1904.99,70645,1465.95,513.75,1053.0
6.73,7,2020,175,0601AMJ00030N,Brake Drum -TREO,148,386.31,70645,1465.95,513.75,1053.0
6.73,7,2020,175,0601AAA00320N,B.D. E-Riksha,215,2935.86,70645,1465.95,513.75,1053.0
6.73,7,2020,175,0601AED00170N,Brake Drum E-Rikshaw,338,706.95,70645,1465.95,513.75,1053.0
6.73,7,2020,175,0801AAA00960N,Clutch Housing LCC,105,346.87,70645,1465.95,513.75,1053.0
6.73,7,2020,175,006017472B92,Fly Wheel 3DI,88,3296.28,70645,1465.95,513.75,1053.0
6.73,7,2020,175,006029533V91,Fly Wheel 3DI E1H1,420,2491.23,70645,1465.95,513.75,1053.0
6.73,7,2020,175,006028861V92,475/575 4DI-NCRPTO,34,1029.58,70645,1465.95,513.75,1053.0
6.73,7,2020,175,006028860V91,475/575 4DI-CRPTO,302,2341.38,70645,1465.95,513.75,1053.0
6.73,7,2020,175,006022009B91,Fly Wheel Swraj,380,692.26,70645,1465.95,513.75,1053.0
6.73,7,2020,175,007903649B1,HUB(CRE),368,420.39,70645,1465.95,513.75,1053.0
6.73,7,2020,175,4D00322,BOSS BRAKCET,55,173.66,70645,1465.95,513.75,1053.0
6.73,7,2020,175,005551418R8,F.A.S. (BP),160,445.98,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F3S00100,Brake Drum 100,169,405.16,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F8T00122,Brake Drum 122,195,1836.48,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F3S00222,Brake Drum 222,213,142.65,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F3S00422,Brake Drum 422,63,3540.97,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F8T01222,Brake Drum 1222,122,749.36,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F8T02022,Brake Drum 2022,159,2468.88,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F1860822,BD (B) 1860822 -EDM,197,1227.94,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F1869022,BD F-1869022-EDM,88,2790.42,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F8T01922,Brake Drum 1922,340,1654.65,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F1879622,Brake Drum 9622,61,1217.35,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F1879722,Brake Drum 9722,226,3040.23,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F1869122,Brake Drum 9122,81,2044.11,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F3S00622,Brake Drum 622,278,264.2,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F5Z00120,Distence Pic Old 120,242,3648.72,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F5Z00112,Distence Pic Big 112,72,3164.19,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F1880122,Rear Hub 122,316,1045.23,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F1888822,Dummy Hub 822,211,2057.79,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F8S00622,Rear Hub-622,61,391.38,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F1880222,Rear HUB-222,55,882.65,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F8S01022,UB Hub 1022,68,754.64,70645,1465.95,513.75,1053.0
6.73,7,2020,175,FTF01222,UB Hub 1222,150,2414.47,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F1884622,Front Hub -622,32,2597.15,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F8S00922,UB Hub 922,229,1728.47,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F8S01322,Front HUB-1322,324,809.93,70645,1465.95,513.75,1053.0
6.73,7,2020,175,FTF01122,Hub 1122 MBP,312,1157.75,70645,1465.95,513.75,1053.0
6.73,7,2020,175,FTF01022,Hub 1022 MBP,134,338.41,70645,1465.95,513.75,1053.0
6.73,7,2020,175,FTF03022,Rear Dummy HUB-3022,46,3620.73,70645,1465.95,513.75,1053.0
6.73,7,2020,175,FH302622,Front Hub 2622 MBP,68,3368.37,70645,1465.95,513.75,1053.0
6.73,7,2020,175,FTT02722,HUB-2722,324,200.56,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F3H01322,ARB FRAME MOUNTING BKT,156,3130.02,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F2R00122,SGM BKT-122,268,3098.67,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F8D01700,SGM BKT -1700,73,2399.73,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F-8D02722,SGM -2722,40,916.84,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F8D01622,SGM -1622,169,1713.02,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F3H01122,ARB Axle M. BKt LH,303,2902.84,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F3H01222,ARB Axle M. BKt RH,112,497.83,70645,1465.95,513.75,1053.0
6.73,7,2020,175,B3F15503,Fly Wheel-503,216,1216.57,70645,1465.95,513.75,1053.0
6.73,7,2020,175,B9805502,Flywheel Neptune,174,553.32,70645,1465.95,513.75,1053.0
6.73,7,2020,175,B2W02519,FIP Housing CB18,50,2388.72,70645,1465.95,513.75,1053.0
6.73,7,2020,175,B2W01421,FIP Housing CB28,48,1707.6,70645,1465.95,513.75,1053.0
6.73,7,2020,175,B2W01307,Fip Housing-1307,167,763.82,70645,1465.95,513.75,1053.0
6.73,7,2020,175,X1X00522,Thermostate Housing-522,335,1652.15,70645,1465.95,513.75,1053.0
6.73,7,2020,175,X2H00622,T.G. Case,181,2470.31,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F7L09722,Rear Spring Bracket,172,2441.13,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F5F01822,AC Bracket -1822,166,2595.15,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F5F01722,AC Bracket -1722,181,833.15,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F7Z05314,ATS BRACKET-5314,257,2484.98,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F7Z00122,ATS BRACKET-122,126,1028.08,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F7Z05414,ATS BRACKET-5414,250,772.34,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F7Z10314,ATS BRACKET 10314,204,2852.82,70645,1465.95,513.75,1053.0
6.73,7,2020,175,X6E03422,Nodo Bracket-3422,355,196.3,70645,1465.95,513.75,1053.0
6.73,7,2020,175,X6E03522,Nodo Bracket-3522,89,1799.15,70645,1465.95,513.75,1053.0
6.73,7,2020,175,X6E05222,Nodo Bracket-5222,101,2157.69,70645,1465.95,513.75,1053.0
6.73,7,2020,175,X6E05122,Nodo Bracket-5122,167,2688.17,70645,1465.95,513.75,1053.0
6.73,7,2020,175,330123920,Tata Cup Box,59,1475.32,70645,1465.95,513.75,1053.0
6.73,7,2020,175,P3301201020,ACE RDE Box casting,184,825.06,70645,1465.95,513.75,1053.0
6.73,7,2020,175,330151420,Mega Ace,363,1041.87,70645,1465.95,513.75,1053.0
6.73,7,2020,175,330134120,M&M 510,44,3661.64,70645,1465.95,513.75,1053.0
6.73,7,2020,175,330134220V1,M&M 630,225,714.81,70645,1465.95,513.75,1053.0
6.73,7,2020,175,330931720,Cover Plate,352,3566.99,70645,1465.95,513.75,1053.0
6.73,7,2020,175,502207C01,Side Cover C01,372,2035.0,70645,1465.95,513.75,1053.0
6.73,7,2020,175,502207E 01,Side Cover Casting E01 (HFB 82),161,691.21,70645,1465.95,513.75,1053.0
6.73,7,2020,175,50170115,Valve Housing HFB 64,150,1546.08,70645,1465.95,513.75,1053.0
6.73,7,2020,175,501707C06,Valve Housing casting,98,2032.11,70645,1465.95,513.75,1053.0
6.73,7,2020,175,501707C03,Valve Housing casting-C03,291,3021.11,70645,1465.95,513.75,1053.0
6.73,7,2020,175,501707E 01,Valve housing casting  E01 (HFB82),293,753.45,70645,1465.95,513.75,1053.0
6.73,7,2020,175,500127C06,LH Housing C06,61,1068.6,70645,1465.95,513.75,1053.0
6.73,7,2020,175,500127C14,LH Housing C14,195,3075.34,70645,1465.95,513.75,1053.0
6.73,7,2020,175,50012110,LH Housing 64,73,1197.1,70645,1465.95,513.75,1053.0
6.73,7,2020,175,500127E03,LH Housing -82,243,380.52,70645,1465.95,513.75,1053.0
6.73,7,2020,175,666,BB-106,165,513.95,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F1826722,B.D. 6722,33,837.79,70645,1465.95,513.75,1053.0
6.73,7,2020,175,257542303705,TATA BRAKE DRUM 3705,364,1160.6,70645,1465.95,513.75,1053.0
6.73,7,2020,175,263242303723,TATA BRAKE DRUM 3723,53,2655.18,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F1875722,Brake Drum -5722,143,1094.62,70645,1465.95,513.75,1053.0
6.73,7,2020,175,277642303701,TATA BRAKE DRUM 3701,163,1258.13,70645,1465.95,513.75,1053.0
6.73,7,2020,175,5.01442E+11,Brake Drum 3702,55,3223.32,70645,1465.95,513.75,1053.0
6.73,7,2020,175,0031002662AC,Rear Cover-6662,163,1947.49,70645,1465.95,513.75,1053.0
6.73,7,2020,175,10006813CC,Rear Cover-6813,221,1932.25,70645,1465.95,513.75,1053.0
6.73,7,2020,175,300053048A,Sviwel Housing LH,221,1660.89,70645,1465.95,513.75,1053.0
6.73,7,2020,175,300053049A,Sviwel Housing RH,224,2247.53,70645,1465.95,513.75,1053.0
6.73,7,2020,175,300130461B,Housing Input Pinion,197,2259.71,70645,1465.95,513.75,1053.0
6.73,7,2020,175,300130468A,Cover steering cylinder mounting,236,3488.86,70645,1465.95,513.75,1053.0
6.73,7,2020,175,300130474A,Housing hub stub axle,183,1876.92,70645,1465.95,513.75,1053.0
6.73,7,2020,175,300145985A,Housing Axle King Shaft,112,1704.89,70645,1465.95,513.75,1053.0
6.73,7,2020,175,10039106AB,Front Axle Housing LH-106 AB,50,1159.17,70645,1465.95,513.75,1053.0
6.73,7,2020,175,10039104AC,Front Axle Housing RH-104 AC,339,1667.61,70645,1465.95,513.75,1053.0
6.73,7,2020,175,10039098AB,"Front Axle Housing RH  (10039098AB)
",125,1835.66,70645,1465.95,513.75,1053.0
6.73,7,2020,175,300422630A,Housing Front Axle Cover LH-630,354,3080.28,70645,1465.95,513.75,1053.0
6.73,7,2020,175,300422616A,Housing Front Axle Cover RH-640,328,2275.45,70645,1465.95,513.75,1053.0
6.73,7,2020,175,300137705B,Housing Front Axle Cover LH-705,323,2274.12,70645,1465.95,513.75,1053.0
6.73,7,2020,175,300130478B,Housing Front Axle Cover RH-478,340,3445.14,70645,1465.95,513.75,1053.0
6.73,7,2020,175,10051257CB,Front Axle Housing,175,1934.91,70645,1465.95,513.75,1053.0
6.73,7,2020,175,1A8252-42110,Hydarulic Housing,87,293.72,70645,1465.95,513.75,1053.0
6.73,7,2020,175,10071462AG,Integral Front Axle Bkt(Casting),160,2845.18,70645,1465.95,513.75,1053.0
6.73,7,2020,175,5A8252-24701,COVER FRONT,192,1959.54,70645,1465.95,513.75,1053.0
6.73,7,2020,175,5A8252-24240,COVER REAR,42,659.09,70645,1465.95,513.75,1053.0
6.73,7,2020,175,1A8252-43231-1,HEAD CYLINDER,320,2151.99,70645,1465.95,513.75,1053.0
6.73,7,2020,175,1A8550-43210-1,HEAD CYLINDER-210,323,2375.1,70645,1465.95,513.75,1053.0
6.73,7,2020,175,1A8252-47710,HINGE SUPPORT-8252,237,1983.01,70645,1465.95,513.75,1053.0
6.73,7,2020,175,101281426000,Brake Drum -6000,325,2731.78,70645,1465.95,513.75,1053.0
6.73,7,2020,175,101281426100,Brake Drum -6100,136,922.99,70645,1465.95,513.75,1053.0
6.73,7,2020,175,1SK-45870,HUB Tunring,280,2758.21,70645,1465.95,513.75,1053.0
6.73,7,2020,175,(SE01B00G00037),Front Wheel hub Star Glow,412,240.29,70645,1465.95,513.75,1053.0
6.73,7,2020,175,4256730,HUB-118,267,780.74,70645,1465.95,513.75,1053.0
6.73,7,2020,175,4252073,HUB-316,192,2435.28,70645,1465.95,513.75,1053.0
6.73,7,2020,175,4252752,HUB-454,148,2901.74,70645,1465.95,513.75,1053.0
6.73,7,2020,175,4255058,HUB-770,47,782.97,70645,1465.95,513.75,1053.0
6.73,7,2020,175,10055248BB,ASSY FRONT AXLE HOUSING PADDY SPECIAL,363,3377.9,70645,1465.95,513.75,1053.0
6.73,7,2020,175,1A8252-13760-1,"GEARBOX, FRONT L ECN",151,622.86,70645,1465.95,513.75,1053.0
6.73,7,2020,175,1A8252-13770-1,"GEARBOX, FRONT R ECN",117,931.73,70645,1465.95,513.75,1053.0
6.73,7,2020,175,300167935A,Center Beam Housing -584/935,96,1000.02,70645,1465.95,513.75,1053.0
6.73,7,2020,175,XBY00222,Bracket Engine,61,1202.41,70645,1465.95,513.75,1053.0
6.73,7,2020,175,300137702C,CENTER BEAM HSG - Casting,226,2530.59,70645,1465.95,513.75,1053.0
6.73,7,2020,175,M31149S002,Fron Wheel Hub Champ,219,2118.96,70645,1465.95,513.75,1053.0
6.73,7,2020,175,X1821622,Housing Oil Cooler,193,1476.03,70645,1465.95,513.75,1053.0
6.73,7,2020,175,B3F01301,Flywheel Boss,105,93.44,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F4W03322,FSFB Bracket - 3322,408,2545.87,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F4W03222,FSFB Bracket - 3222,194,3022.5,70645,1465.95,513.75,1053.0
6.73,7,2020,175,X6E04822,NODO BRACKET -ECO-4822,132,2166.33,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F6A07422,Spring bracket-7422,173,2947.22,70645,1465.95,513.75,1053.0
6.73,7,2020,175,7125600,Wheel - Drive,75,203.81,70645,1465.95,513.75,1053.0
6.73,7,2020,175,8829617,Dual adapter hub,126,1113.61,70645,1465.95,513.75,1053.0
6.73,7,2020,175,29324690,Disc Actuating,47,3287.63,70645,1465.95,513.75,1053.0
6.73,7,2020,175,IC0305854,EICHER BRAKE DRUM,91,2163.12,70645,1465.95,513.75,1053.0
6.73,7,2020,175,277642303714,Brake Drum 3714,111,1169.22,70645,1465.95,513.75,1053.0
6.73,7,2020,175,277642303707,Brake Drum 3707,164,1310.99,70645,1465.95,513.75,1053.0
6.73,7,2020,175,66666,Trunnion Braket,108,1291.78,70645,1465.95,513.75,1053.0
6.73,7,2020,175,1528137,Chart Casting Wheel -8137,85,1175.68,70645,1465.95,513.75,1053.0
6.73,7,2020,175,1528138,Chart Casting Wheel -8138,196,3292.57,70645,1465.95,513.75,1053.0
6.73,7,2020,175,516266681,Chart Casting Wheel -6681,57,2117.45,70645,1465.95,513.75,1053.0
6.73,7,2020,175,8504786,Casting drive wheel,40,2661.16,70645,1465.95,513.75,1053.0
6.73,7,2020,175,1524926,Hub Casting ,131,3557.53,70645,1465.95,513.75,1053.0
6.73,7,2020,175,8827231,Drive wheel -casting,328,272.02,70645,1465.95,513.75,1053.0
6.73,7,2020,175,006050988V01,Fly Wheel 67 HP,513,2386.59,70645,1465.95,513.75,1053.0
6.73,7,2020,175,907125600,Wheel - Drive,136,2211.14,70645,1465.95,513.75,1053.0
6.73,7,2020,175,60000-01/018,"Brake Drum , 16.5X7, G3000b",191,1040.04,70645,1465.95,513.75,1053.0
6.73,7,2020,175,X1505222,Pulley-5222,156,944.77,70645,1465.95,513.75,1053.0
6.73,7,2020,175,X1505122,Pulley-5122,88,3022.35,70645,1465.95,513.75,1053.0
6.73,7,2020,175,006525415B01,Axle Carr LH,141,2178.06,70645,1465.95,513.75,1053.0
6.73,7,2020,175,006525417B01,Axle Carr RH,127,108.05,70645,1465.95,513.75,1053.0
6.73,7,2020,175,B3F16003,Fly Wheel -16003,156,3145.16,70645,1465.95,513.75,1053.0
6.73,7,2020,175,5739980670,HYVA Bracket 670,356,2542.8,70645,1465.95,513.75,1053.0
6.73,7,2020,175,3318C00701,Flywheel-701,127,2079.74,70645,1465.95,513.75,1053.0
6.73,7,2020,175,H01XX417961701,Drive wheel,203,1406.96,70645,1465.95,513.75,1053.0
6.73,7,2020,175,X6E04722,NODO BRACKET-ECO-4722,463,127.23,70645,1465.95,513.75,1053.0
6.73,7,2020,175,FTF03022,Rear Dummy HUB-3222,276,1777.5,70645,1465.95,513.75,1053.0
6.73,7,2020,175,F5N04822,Bracket -Engine Mounting-4822,199,1231.5,70645,1465.95,513.75,1053.0
6.73,7,2020,175,A 400 322 05 01,Spring bracket -501,342,828.15,70645,1465.95,513.75,1053.0
6.73,7,2020,175,A 400 322 00 01,Spring bracket -0001,222,3081.42,70645,1465.95,513.75,1053.0
6.73,7,2020,175,A 400 322 00 06,Spring bracket -0006,159,1215.39,70645,1465.95,513.75,1053.0
6.73,7,2020,175,A4008911020,Bracket Bearing 1020,189,2257.33,70645,1465.95,513.75,1053.0
6.73,7,2020,175,A4003220101,Spring bracket -0101,81,2866.73,70645,1465.95,513.75,1053.0
6.73,7,2020,175,A400 891 09 20,Bracket Bearing 920,146,2839.19,70645,1465.95,513.75,1053.0
6.69,8,2020,223,0503BA0290N-RK,ALFA HUB,90,1597.78,72581,1380.0,610.0,1122.0
6.69,8,2020,223,0503BA0290N,Front Wheel Hub,301,2915.32,72581,1380.0,610.0,1122.0
6.69,8,2020,223,0502BA1050N,Alfa Rear Wheel Hub LH,95,929.01,72581,1380.0,610.0,1122.0
6.69,8,2020,223,0502BA1060N,Alfa Rear Wheel Hub RH,94,3191.58,72581,1380.0,610.0,1122.0
6.69,8,2020,223,0602AAB00260N,Brake Drum ALFA,234,2030.54,72581,1380.0,610.0,1122.0
6.69,8,2020,223,0601AMJ00030N,Brake Drum -TREO,175,354.66,72581,1380.0,610.0,1122.0
6.69,8,2020,223,0601AAA00320N,B.D. E-Riksha,437,2674.84,72581,1380.0,610.0,1122.0
6.69,8,2020,223,0601AED00170N,Brake Drum E-Rikshaw,298,742.34,72581,1380.0,610.0,1122.0
6.69,8,2020,223,0801AAA00960N,Clutch Housing LCC,52,341.52,72581,1380.0,610.0,1122.0
6.69,8,2020,223,006017472B92,Fly Wheel 3DI,101,3134.79,72581,1380.0,610.0,1122.0
6.69,8,2020,223,006029533V91,Fly Wheel 3DI E1H1,420,2265.23,72581,1380.0,610.0,1122.0
6.69,8,2020,223,006028861V92,475/575 4DI-NCRPTO,36,1015.93,72581,1380.0,610.0,1122.0
6.69,8,2020,223,006028860V91,475/575 4DI-CRPTO,348,2217.0,72581,1380.0,610.0,1122.0
6.69,8,2020,223,006022009B91,Fly Wheel Swraj,333,608.03,72581,1380.0,610.0,1122.0
6.69,8,2020,223,007903649B1,HUB(CRE),274,429.69,72581,1380.0,610.0,1122.0
6.69,8,2020,223,4D00322,BOSS BRAKCET,42,188.27,72581,1380.0,610.0,1122.0
6.69,8,2020,223,005551418R8,F.A.S. (BP),232,450.82,72581,1380.0,610.0,1122.0
6.69,8,2020,223,F3S00100,Brake Drum 100,132,376.01,72581,1380.0,610.0,1122.0
6.69,8,2020,223,F8T00122,Brake Drum 122,145,1764.66,72581,1380.0,610.0,1122.0
6.69,8,2020,223,F3S00222,Brake Drum 222,164,139.31,72581,1380.0,610.0,1122.0
6.69,8,2020,223,F3S00422,Brake Drum 422,62,2834.36,72581,1380.0,610.0,1122.0
6.69,8,2020,223,F8T01222,Brake Drum 1222,142,850.68,72581,1380.0,610.0,1122.0
6.69,8,2020,223,F8T02022,Brake Drum 2022,188,1990.81,72581,1380.0,610.0,1122.0
6.69,8,2020,223,F1860822,BD (B) 1860822 -EDM,131,1036.1,72581,1380.0,610.0,1122.0
6.69,8,2020,223,F1869022,BD F-1869022-EDM,107,2648.95,72581,1380.0,610.0,1122.0
6.69,8,2020,223,F8T01922,Brake Drum 1922,386,1664.36,72581,1380.0,610.0,1122.0
6.69,8,2020,223,F1879622,Brake Drum 9622,64,1361.68,72581,1380.0,610.0,1122.0
