PartNo,Description,Year,Month,Quantity,Sales Price
F8T01922,Brake Drum 1922,2020,2,288,2412.04
F8T01922,Brake Drum 1922,2020,3,244,2360.63
F8T01922,Brake Drum 1922,2020,4,262,1879.89
F8T01922,Brake Drum 1922,2020,5,300,1947.61
F8T01922,Brake Drum 1922,2020,6,220,1912.64
F8T01922,Brake Drum 1922,2020,7,340,1654.65
F8T01922,Brake Drum 1922,2020,8,386,1664.36
F8T01922,Brake Drum 1922,2020,9,251,1633.92
F8T01922,Brake Drum 1922,2020,10,289,1654.82
F8T01922,Brake Drum 1922,2020,11,241,1446.11
F8T01922,Brake Drum 1922,2020,12,316,1392.01
F8T01922,Brake Drum 1922,2021,1,199,1416.62
F8T01922,Brake Drum 1922,2021,2,494,1280.04
F8T01922,Brake Drum 1922,2021,3,407,1241.87
F8T01922,Brake Drum 1922,2021,4,240,1070.37
F8T01922,Brake Drum 1922,2021,5,359,1103.8
F8T01922,Brake Drum 1922,2021,6,220,986.35
F8T01922,Brake Drum 1922,2021,7,370,1021.39
F8T01922,Brake Drum 1922,2021,8,310,919.0
F8T01922,Brake Drum 1922,2021,9,343,886.25
F8T01922,Brake Drum 1922,2021,10,317,787.88
F8T01922,Brake Drum 1922,2021,11,305,747.49
F8T01922,Brake Drum 1922,2021,12,287,810.69
F8T01922,Brake Drum 1922,2022,1,544,850.99
F8T01922,Brake Drum 1922,2022,2,699,849.16
F8T01922,Brake Drum 1922,2022,3,520,886.84
F8T01922,Brake Drum 1922,2022,4,550,863.29
F8T01922,Brake Drum 1922,2022,5,576,916.99
F8T01922,Brake Drum 1922,2022,6,319,928.45
F8T01922,Brake Drum 1922,2022,7,334,1076.01
F8T01922,Brake Drum 1922,2022,8,648,1065.78
F8T01922,Brake Drum 1922,2022,9,416,1092.51
F8T01922,Brake Drum 1922,2022,10,360,1116.68
F8T01922,Brake Drum 1922,2022,11,564,1268.52
F8T01922,Brake Drum 1922,2022,12,310,1457.43
F8T01922,Brake Drum 1922,2023,1,404,1272.34
F8T01922,Brake Drum 1922,2023,2,619,1362.52
F8T01922,Brake Drum 1922,2023,3,359,1476.19
F8T01922,Brake Drum 1922,2023,4,364,1530.88
F8T01922,Brake Drum 1922,2023,5,611,1569.74
F8T01922,Brake Drum 1922,2023,6,596,1689.25
F8T01922,Brake Drum 1922,2023,7,419,1816.21
F8T01922,Brake Drum 1922,2023,8,446,2057.43
F8T01922,Brake Drum 1922,2023,9,319,2248.0
F8T01922,Brake Drum 1922,2023,10,465,2266.69
F8T01922,Brake Drum 1922,2023,11,362,2231.2
F8T01922,Brake Drum 1922,2023,12,320,2475.86
F8T01922,Brake Drum 1922,2024,1,420,2703.59
F8T01922,Brake Drum 1922,2024,2,585,2828.22
F8T01922,Brake Drum 1922,2024,3,760,2746.63
F8T01922,Brake Drum 1922,2024,4,670,3174.9
F8T01922,Brake Drum 1922,2024,5,674,3603.91
F8T01922,Brake Drum 1922,2024,6,749,3427.11
F8T01922,Brake Drum 1922,2024,7,535,3728.37
F8T01922,Brake Drum 1922,2024,8,657,4366.32
F8T01922,Brake Drum 1922,2024,9,592,5153.52
F8T01922,Brake Drum 1922,2024,10,580,5430.63
F8T01922,Brake Drum 1922,2024,11,651,5971.73
F8T01922,Brake Drum 1922,2024,12,655,5886.24
F1879622,Brake Drum 9622,2020,1,70,1679.08
F1879622,Brake Drum 9622,2020,2,61,1684.28
F1879622,Brake Drum 9622,2020,3,89,1470.64
F1879622,Brake Drum 9622,2020,4,59,1675.86
F1879622,Brake Drum 9622,2020,5,92,1491.73
F1879622,Brake Drum 9622,2020,6,62,1423.85
F1879622,Brake Drum 9622,2020,7,61,1217.35
F1879622,Brake Drum 9622,2020,8,64,1361.68
F1879622,Brake Drum 9622,2020,9,93,1168.76
F1879622,Brake Drum 9622,2020,10,72,1171.34
F1879622,Brake Drum 9622,2020,11,108,1000.39
F1879622,Brake Drum 9622,2020,12,75,1049.38
F1879622,Brake Drum 9622,2021,1,53,967.52
F1879622,Brake Drum 9622,2021,2,78,890.94
F1879622,Brake Drum 9622,2021,3,52,903.86
F1879622,Brake Drum 9622,2021,4,75,771.52
F1879622,Brake Drum 9622,2021,5,71,730.42
F1879622,Brake Drum 9622,2021,6,97,679.98
F1879622,Brake Drum 9622,2021,7,72,767.22
F1879622,Brake Drum 9622,2021,8,78,644.2
F1879622,Brake Drum 9622,2021,9,70,608.56
F1879622,Brake Drum 9622,2021,10,83,558.63
F1879622,Brake Drum 9622,2021,11,76,626.21
F1879622,Brake Drum 9622,2021,12,72,566.22
F1879622,Brake Drum 9622,2022,1,81,571.85
F1879622,Brake Drum 9622,2022,2,62,640.47
F1879622,Brake Drum 9622,2022,3,64,646.21
F1879622,Brake Drum 9622,2022,4,114,634.72
F1879622,Brake Drum 9622,2022,5,87,760.97
F1879622,Brake Drum 9622,2022,6,99,780.36
F1879622,Brake Drum 9622,2022,7,74,826.91
F1879622,Brake Drum 9622,2022,8,99,817.98
F1879622,Brake Drum 9622,2022,9,133,926.34
F1879622,Brake Drum 9622,2022,10,109,806.7
F1879622,Brake Drum 9622,2022,11,122,980.82
F1879622,Brake Drum 9622,2022,12,83,975.1
F1879622,Brake Drum 9622,2023,1,94,944.94
F1879622,Brake Drum 9622,2023,2,130,1062.54
F1879622,Brake Drum 9622,2023,3,99,1138.48
F1879622,Brake Drum 9622,2023,4,91,1304.49
F1879622,Brake Drum 9622,2023,5,92,1244.73
F1879622,Brake Drum 9622,2023,6,127,1433.78
F1879622,Brake Drum 9622,2023,7,103,1375.0
F1879622,Brake Drum 9622,2023,8,60,1570.58
F1879622,Brake Drum 9622,2023,9,109,1679.63
F1879622,Brake Drum 9622,2023,10,65,1503.59
F1879622,Brake Drum 9622,2023,11,77,1682.59
F1879622,Brake Drum 9622,2023,12,126,1893.08
F1879622,Brake Drum 9622,2024,1,136,1925.37
F1879622,Brake Drum 9622,2024,2,134,1941.13
F1879622,Brake Drum 9622,2024,3,160,2025.39
F1879622,Brake Drum 9622,2024,4,115,2283.19
F1879622,Brake Drum 9622,2024,5,91,2544.94
F1879622,Brake Drum 9622,2024,6,137,3014.4
F1879622,Brake Drum 9622,2024,7,132,3177.52
F1879622,Brake Drum 9622,2024,8,136,3267.65
F1879622,Brake Drum 9622,2024,9,127,3638.19
F1879622,Brake Drum 9622,2024,10,125,3683.02
F1879622,Brake Drum 9622,2024,11,133,4275.4
F1879622,Brake Drum 9622,2024,12,131,4544.04
F1879722,Brake Drum 9722,2020,1,277,3926.91
F1879722,Brake Drum 9722,2020,2,339,3371.5
F1879722,Brake Drum 9722,2020,3,327,3596.74
F1879722,Brake Drum 9722,2020,4,247,3504.12
F1879722,Brake Drum 9722,2020,5,281,3263.74
F1879722,Brake Drum 9722,2020,6,292,3111.28
F1879722,Brake Drum 9722,2020,7,226,3040.23
F1879722,Brake Drum 9722,2020,8,289,2709.1
F1879722,Brake Drum 9722,2020,9,117,2839.18
F1879722,Brake Drum 9722,2020,10,208,2665.64
F1879722,Brake Drum 9722,2020,11,233,2262.17
F1879722,Brake Drum 9722,2020,12,320,2204.83
F1879722,Brake Drum 9722,2021,1,381,2316.36
F1879722,Brake Drum 9722,2021,2,161,2079.57
F1879722,Brake Drum 9722,2021,3,323,1890.17
F1879722,Brake Drum 9722,2021,4,288,1707.8
F1879722,Brake Drum 9722,2021,5,241,1768.96
F1879722,Brake Drum 9722,2021,6,318,1472.01
F1879722,Brake Drum 9722,2021,7,173,1439.4
F1879722,Brake Drum 9722,2021,8,274,1515.69
F1879722,Brake Drum 9722,2021,9,286,1319.95
F1879722,Brake Drum 9722,2021,10,269,1330.05
F1879722,Brake Drum 9722,2021,11,321,1332.19
F1879722,Brake Drum 9722,2021,12,208,1090.7
F1879722,Brake Drum 9722,2022,1,392,1301.78
F1879722,Brake Drum 9722,2022,2,402,1257.0
F1879722,Brake Drum 9722,2022,3,554,1354.18
F1879722,Brake Drum 9722,2022,4,301,1474.2
F1879722,Brake Drum 9722,2022,5,538,1397.35
F1879722,Brake Drum 9722,2022,6,377,1642.79
F1879722,Brake Drum 9722,2022,7,416,1539.46
F1879722,Brake Drum 9722,2022,8,474,1879.08
F1879722,Brake Drum 9722,2022,9,408,1717.32
F1879722,Brake Drum 9722,2022,10,297,2093.03
F1879722,Brake Drum 9722,2022,11,425,2046.54
F1879722,Brake Drum 9722,2022,12,405,2121.17
F1879722,Brake Drum 9722,2023,1,457,2248.5
F1879722,Brake Drum 9722,2023,2,528,2360.76
F1879722,Brake Drum 9722,2023,3,420,2417.79
F1879722,Brake Drum 9722,2023,4,307,2611.91
F1879722,Brake Drum 9722,2023,5,495,2532.28
F1879722,Brake Drum 9722,2023,6,287,2959.24
F1879722,Brake Drum 9722,2023,7,374,2744.48
F1879722,Brake Drum 9722,2023,8,402,3254.73
F1879722,Brake Drum 9722,2023,9,438,3577.16
F1879722,Brake Drum 9722,2023,10,393,3375.43
F1879722,Brake Drum 9722,2023,11,399,3767.43
F1879722,Brake Drum 9722,2023,12,306,4109.64
F1879722,Brake Drum 9722,2024,1,584,3997.18
F1879722,Brake Drum 9722,2024,2,734,4680.94
F1879722,Brake Drum 9722,2024,3,636,5196.06
F1879722,Brake Drum 9722,2024,4,711,4827.74
F1879722,Brake Drum 9722,2024,5,407,6061.72
F1879722,Brake Drum 9722,2024,6,325,5638.98
F1879722,Brake Drum 9722,2024,7,559,6398.49
F1879722,Brake Drum 9722,2024,8,467,7824.58
F1879722,Brake Drum 9722,2024,9,501,7275.19
F1879722,Brake Drum 9722,2024,10,441,8810.2
F1879722,Brake Drum 9722,2024,11,331,8176.27
F1879722,Brake Drum 9722,2024,12,488,9498.45
F1869122,Brake Drum 9122,2020,1,72,2918.49
F1869122,Brake Drum 9122,2020,2,88,2716.65
F1869122,Brake Drum 9122,2020,3,93,2715.74
F1869122,Brake Drum 9122,2020,4,81,2525.15
F1869122,Brake Drum 9122,2020,5,136,2391.88
F1869122,Brake Drum 9122,2020,6,84,2406.7
F1869122,Brake Drum 9122,2020,7,81,2044.11
F1869122,Brake Drum 9122,2020,8,58,2214.19
F1869122,Brake Drum 9122,2020,9,116,1826.18
F1869122,Brake Drum 9122,2020,10,81,1741.65
F1869122,Brake Drum 9122,2020,11,90,1759.63
F1869122,Brake Drum 9122,2020,12,64,1723.51
F1869122,Brake Drum 9122,2021,1,70,1508.9
F1869122,Brake Drum 9122,2021,2,88,1604.06
F1869122,Brake Drum 9122,2021,3,74,1592.92
F1869122,Brake Drum 9122,2021,4,121,1394.43
F1869122,Brake Drum 9122,2021,5,102,1275.04
F1869122,Brake Drum 9122,2021,6,109,1336.28
F1869122,Brake Drum 9122,2021,7,87,1101.99
F1869122,Brake Drum 9122,2021,8,112,1136.25
F1869122,Brake Drum 9122,2021,9,100,1040.3
F1869122,Brake Drum 9122,2021,10,111,1094.59
F1869122,Brake Drum 9122,2021,11,92,988.84
F1869122,Brake Drum 9122,2021,12,75,921.69
F1869122,Brake Drum 9122,2022,1,92,1044.59
F1869122,Brake Drum 9122,2022,2,163,1049.86
F1869122,Brake Drum 9122,2022,3,97,1157.4
F1869122,Brake Drum 9122,2022,4,111,1061.21
F1869122,Brake Drum 9122,2022,5,78,1160.69
F1869122,Brake Drum 9122,2022,6,108,1251.68
F1869122,Brake Drum 9122,2022,7,120,1202.67
F1869122,Brake Drum 9122,2022,8,64,1476.82
F1869122,Brake Drum 9122,2022,9,131,1552.98
F1869122,Brake Drum 9122,2022,10,126,1390.77
F1869122,Brake Drum 9122,2022,11,129,1746.78
F1869122,Brake Drum 9122,2022,12,111,1573.8
F1869122,Brake Drum 9122,2023,1,71,1629.63
F1869122,Brake Drum 9122,2023,2,121,1942.6
F1869122,Brake Drum 9122,2023,3,81,1812.99
F1869122,Brake Drum 9122,2023,4,165,2110.92
F1869122,Brake Drum 9122,2023,5,134,2137.12
F1869122,Brake Drum 9122,2023,6,76,2157.59
F1869122,Brake Drum 9122,2023,7,149,2578.93
F1869122,Brake Drum 9122,2023,8,127,2692.42
F1869122,Brake Drum 9122,2023,9,124,2408.23
F1869122,Brake Drum 9122,2023,10,143,2997.42
F1869122,Brake Drum 9122,2023,11,126,3081.23
F1869122,Brake Drum 9122,2023,12,73,2730.6
F1869122,Brake Drum 9122,2024,1,157,3264.74
F1869122,Brake Drum 9122,2024,2,130,3279.66
F1869122,Brake Drum 9122,2024,3,176,3826.14
F1869122,Brake Drum 9122,2024,4,124,4307.18
F1869122,Brake Drum 9122,2024,5,157,4426.72
F1869122,Brake Drum 9122,2024,6,166,4308.61
F1869122,Brake Drum 9122,2024,7,124,5093.64
F1869122,Brake Drum 9122,2024,8,191,5538.61
F1869122,Brake Drum 9122,2024,9,176,6089.94
F1869122,Brake Drum 9122,2024,10,169,5934.67
F1869122,Brake Drum 9122,2024,11,179,6353.26
F1869122,Brake Drum 9122,2024,12,156,7456.01
F3S00622,Brake Drum 622,2020,1,220,338.78
F3S00622,Brake Drum 622,2020,2,266,296.83
F3S00622,Brake Drum 622,2020,3,267,321.13
F3S00622,Brake Drum 622,2020,4,225,288.58
F3S00622,Brake Drum 622,2020,5,171,269.78
F3S00622,Brake Drum 622,2020,6,290,245.71
F3S00622,Brake Drum 622,2020,7,278,264.2
F3S00622,Brake Drum 622,2020,8,345,235.61
F3S00622,Brake Drum 622,2020,9,238,213.37
F3S00622,Brake Drum 622,2020,10,295,217.46
F3S00622,Brake Drum 622,2020,11,191,187.73
F3S00622,Brake Drum 622,2020,12,183,188.5
F3S00622,Brake Drum 622,2021,1,368,185.85
F3S00622,Brake Drum 622,2021,2,203,167.1
F3S00622,Brake Drum 622,2021,3,284,168.27
F3S00622,Brake Drum 622,2021,4,221,160.77
F3S00622,Brake Drum 622,2021,5,226,138.82
F3S00622,Brake Drum 622,2021,6,222,149.85
F3S00622,Brake Drum 622,2021,7,224,135.82
F3S00622,Brake Drum 622,2021,8,306,136.92
F3S00622,Brake Drum 622,2021,9,242,123.65
F3S00622,Brake Drum 622,2021,10,179,122.16
F3S00622,Brake Drum 622,2021,11,278,115.53
F3S00622,Brake Drum 622,2021,12,307,98.56
F3S00622,Brake Drum 622,2022,1,311,116.94
F3S00622,Brake Drum 622,2022,2,390,105.9
F3S00622,Brake Drum 622,2022,3,479,122.96
F3S00622,Brake Drum 622,2022,4,218,125.05
F3S00622,Brake Drum 622,2022,5,313,144.12
F3S00622,Brake Drum 622,2022,6,394,135.24
F3S00622,Brake Drum 622,2022,7,408,154.39
F3S00622,Brake Drum 622,2022,8,527,138.81
F3S00622,Brake Drum 622,2022,9,325,155.8
F3S00622,Brake Drum 622,2022,10,390,158.85
F3S00622,Brake Drum 622,2022,11,383,166.08
F3S00622,Brake Drum 622,2022,12,329,180.49
F3S00622,Brake Drum 622,2023,1,391,194.73
F3S00622,Brake Drum 622,2023,2,452,209.59
F3S00622,Brake Drum 622,2023,3,406,205.67
F3S00622,Brake Drum 622,2023,4,309,234.96
F3S00622,Brake Drum 622,2023,5,446,216.8
F3S00622,Brake Drum 622,2023,6,423,248.1
F3S00622,Brake Drum 622,2023,7,254,262.77
F3S00622,Brake Drum 622,2023,8,400,281.67
F3S00622,Brake Drum 622,2023,9,333,281.95
F3S00622,Brake Drum 622,2023,10,415,278.12
F3S00622,Brake Drum 622,2023,11,378,339.89
F3S00622,Brake Drum 622,2023,12,410,346.81
F3S00622,Brake Drum 622,2024,1,383,371.62
F3S00622,Brake Drum 622,2024,2,435,402.83
F3S00622,Brake Drum 622,2024,3,105,395.4
F3S00622,Brake Drum 622,2024,4,387,424.29
F3S00622,Brake Drum 622,2024,5,408,455.24
F3S00622,Brake Drum 622,2024,6,536,566.55
F3S00622,Brake Drum 622,2024,7,522,571.7
F3S00622,Brake Drum 622,2024,8,492,568.13
F3S00622,Brake Drum 622,2024,9,470,710.2
F3S00622,Brake Drum 622,2024,10,516,672.27
F3S00622,Brake Drum 622,2024,11,397,729.5
F3S00622,Brake Drum 622,2024,12,470,807.87
F5Z00120,Distence Pic Old 120,2020,1,97,4587.01
F5Z00120,Distence Pic Old 120,2020,2,257,4049.62
F5Z00120,Distence Pic Old 120,2020,3,303,3798.4
F5Z00120,Distence Pic Old 120,2020,4,328,3873.41
F5Z00120,Distence Pic Old 120,2020,5,363,4012.42
F5Z00120,Distence Pic Old 120,2020,6,287,3349.75
F5Z00120,Distence Pic Old 120,2020,7,242,3648.72
F5Z00120,Distence Pic Old 120,2020,8,265,2955.92
F5Z00120,Distence Pic Old 120,2020,9,233,3004.31
F5Z00120,Distence Pic Old 120,2020,10,224,2816.83
F5Z00120,Distence Pic Old 120,2020,11,297,2771.26
F5Z00120,Distence Pic Old 120,2020,12,313,2476.55
F5Z00120,Distence Pic Old 120,2021,1,314,2399.95
F5Z00120,Distence Pic Old 120,2021,2,251,2191.16
F5Z00120,Distence Pic Old 120,2021,3,252,2110.09
F5Z00120,Distence Pic Old 120,2021,4,381,2350.7
F5Z00120,Distence Pic Old 120,2021,5,263,1922.92
F5Z00120,Distence Pic Old 120,2021,6,304,1850.4
F5Z00120,Distence Pic Old 120,2021,7,268,1903.9
F5Z00120,Distence Pic Old 120,2021,8,320,1613.82
F5Z00120,Distence Pic Old 120,2021,9,189,1822.29
F5Z00120,Distence Pic Old 120,2021,10,466,1534.26
F5Z00120,Distence Pic Old 120,2021,11,270,1593.12
F5Z00120,Distence Pic Old 120,2021,12,291,1469.96
F5Z00120,Distence Pic Old 120,2022,1,409,1381.74
F5Z00120,Distence Pic Old 120,2022,2,455,1488.8
F5Z00120,Distence Pic Old 120,2022,3,205,1580.24
F5Z00120,Distence Pic Old 120,2022,4,384,1635.03
F5Z00120,Distence Pic Old 120,2022,5,421,1836.71
F5Z00120,Distence Pic Old 120,2022,6,247,1732.1
F5Z00120,Distence Pic Old 120,2022,7,343,1998.93
F5Z00120,Distence Pic Old 120,2022,8,425,2180.62
F5Z00120,Distence Pic Old 120,2022,9,357,2041.4
F5Z00120,Distence Pic Old 120,2022,10,415,2402.9
F5Z00120,Distence Pic Old 120,2022,11,434,2607.96
F5Z00120,Distence Pic Old 120,2022,12,402,2577.05
F5Z00120,Distence Pic Old 120,2023,1,410,2833.23
F5Z00120,Distence Pic Old 120,2023,2,380,2960.01
F5Z00120,Distence Pic Old 120,2023,3,312,3081.52
F5Z00120,Distence Pic Old 120,2023,4,445,3089.65
F5Z00120,Distence Pic Old 120,2023,5,355,2985.69
F5Z00120,Distence Pic Old 120,2023,6,391,3207.61
F5Z00120,Distence Pic Old 120,2023,7,411,3644.97
F5Z00120,Distence Pic Old 120,2023,8,503,3859.32
F5Z00120,Distence Pic Old 120,2023,9,472,4119.55
F5Z00120,Distence Pic Old 120,2023,10,406,4093.62
F5Z00120,Distence Pic Old 120,2023,11,328,4421.8
F5Z00120,Distence Pic Old 120,2023,12,350,4638.4
F5Z00120,Distence Pic Old 120,2024,1,445,4903.36
F5Z00120,Distence Pic Old 120,2024,2,411,4842.87
F5Z00120,Distence Pic Old 120,2024,3,645,5874.89
F5Z00120,Distence Pic Old 120,2024,4,457,5714.65
F5Z00120,Distence Pic Old 120,2024,5,424,6235.84
F5Z00120,Distence Pic Old 120,2024,6,399,7055.89
F5Z00120,Distence Pic Old 120,2024,7,522,8553.66
F5Z00120,Distence Pic Old 120,2024,8,448,8340.13
F5Z00120,Distence Pic Old 120,2024,9,538,9741.87
F5Z00120,Distence Pic Old 120,2024,10,375,9732.01
F5Z00120,Distence Pic Old 120,2024,11,492,10113.65
F5Z00120,Distence Pic Old 120,2024,12,348,10678.04
F5Z00112,Distence Pic Big 112,2020,1,73,4124.75
F5Z00112,Distence Pic Big 112,2020,2,70,4382.31
F5Z00112,Distence Pic Big 112,2020,3,63,4122.52
F5Z00112,Distence Pic Big 112,2020,4,31,3492.48
F5Z00112,Distence Pic Big 112,2020,5,54,3408.58
F5Z00112,Distence Pic Big 112,2020,6,68,3122.22
F5Z00112,Distence Pic Big 112,2020,7,72,3164.19
F5Z00112,Distence Pic Big 112,2020,8,61,3197.54
F5Z00112,Distence Pic Big 112,2020,9,66,2719.52
F5Z00112,Distence Pic Big 112,2020,10,69,3031.41
F5Z00112,Distence Pic Big 112,2020,11,57,2511.73
F5Z00112,Distence Pic Big 112,2020,12,49,2690.47
F5Z00112,Distence Pic Big 112,2021,1,75,2341.57
F5Z00112,Distence Pic Big 112,2021,2,60,2242.9
F5Z00112,Distence Pic Big 112,2021,3,44,2381.31
F5Z00112,Distence Pic Big 112,2021,4,39,2142.31
F5Z00112,Distence Pic Big 112,2021,5,65,1892.83
F5Z00112,Distence Pic Big 112,2021,6,50,1947.5
F5Z00112,Distence Pic Big 112,2021,7,56,1765.5
F5Z00112,Distence Pic Big 112,2021,8,66,1628.45
F5Z00112,Distence Pic Big 112,2021,9,54,1653.69
F5Z00112,Distence Pic Big 112,2021,10,76,1637.14
F5Z00112,Distence Pic Big 112,2021,11,54,1334.57
F5Z00112,Distence Pic Big 112,2021,12,34,1498.44
F5Z00112,Distence Pic Big 112,2022,1,91,1410.92
F5Z00112,Distence Pic Big 112,2022,2,103,1454.17
F5Z00112,Distence Pic Big 112,2022,3,93,1598.06
F5Z00112,Distence Pic Big 112,2022,4,96,1669.86
F5Z00112,Distence Pic Big 112,2022,5,75,1626.53
F5Z00112,Distence Pic Big 112,2022,6,85,1986.42
F5Z00112,Distence Pic Big 112,2022,7,87,1826.76
F5Z00112,Distence Pic Big 112,2022,8,94,1910.97
F5Z00112,Distence Pic Big 112,2022,9,115,2213.0
F5Z00112,Distence Pic Big 112,2022,10,106,2217.14
F5Z00112,Distence Pic Big 112,2022,11,97,2527.56
F5Z00112,Distence Pic Big 112,2022,12,90,2563.47
F5Z00112,Distence Pic Big 112,2023,1,89,2359.64
F5Z00112,Distence Pic Big 112,2023,2,103,2456.61
F5Z00112,Distence Pic Big 112,2023,3,63,3003.9
F5Z00112,Distence Pic Big 112,2023,4,81,2742.3
F5Z00112,Distence Pic Big 112,2023,5,63,3077.24
F5Z00112,Distence Pic Big 112,2023,6,78,3344.86
F5Z00112,Distence Pic Big 112,2023,7,69,3693.24
F5Z00112,Distence Pic Big 112,2023,8,64,3575.57
F5Z00112,Distence Pic Big 112,2023,9,66,3566.99
F5Z00112,Distence Pic Big 112,2023,10,85,3966.03
F5Z00112,Distence Pic Big 112,2023,11,83,4023.11
F5Z00112,Distence Pic Big 112,2023,12,88,4502.47
F5Z00112,Distence Pic Big 112,2024,1,110,5053.3
F5Z00112,Distence Pic Big 112,2024,2,116,5282.65
F5Z00112,Distence Pic Big 112,2024,3,99,5408.19
F5Z00112,Distence Pic Big 112,2024,4,102,5799.32
F5Z00112,Distence Pic Big 112,2024,5,85,6413.55
F5Z00112,Distence Pic Big 112,2024,6,139,6768.93
F5Z00112,Distence Pic Big 112,2024,7,133,8303.39
F5Z00112,Distence Pic Big 112,2024,8,106,7875.48
F5Z00112,Distence Pic Big 112,2024,9,123,8739.7
F5Z00112,Distence Pic Big 112,2024,10,67,9220.56
F5Z00112,Distence Pic Big 112,2024,11,116,11196.2
F5Z00112,Distence Pic Big 112,2024,12,109,10330.42
F1880122,Rear Hub 122,2020,1,507,1530.89
F1880122,Rear Hub 122,2020,2,271,1498.83
F1880122,Rear Hub 122,2020,3,287,1212.79
F1880122,Rear Hub 122,2020,4,397,1169.06
F1880122,Rear Hub 122,2020,5,446,1135.38
F1880122,Rear Hub 122,2020,6,385,1217.27
F1880122,Rear Hub 122,2020,7,316,1045.23
F1880122,Rear Hub 122,2020,8,339,982.46
F1880122,Rear Hub 122,2020,9,377,919.41
F1880122,Rear Hub 122,2020,10,353,918.66
F1880122,Rear Hub 122,2020,11,271,864.96
F1880122,Rear Hub 122,2020,12,350,745.93
F1880122,Rear Hub 122,2021,1,381,791.62
F1880122,Rear Hub 122,2021,2,359,777.88
F1880122,Rear Hub 122,2021,3,290,652.85
F1880122,Rear Hub 122,2021,4,308,634.2
F1880122,Rear Hub 122,2021,5,353,641.34
F1880122,Rear Hub 122,2021,6,200,557.55
F1880122,Rear Hub 122,2021,7,383,547.58
F1880122,Rear Hub 122,2021,8,336,593.58
F1880122,Rear Hub 122,2021,9,291,487.85
F1880122,Rear Hub 122,2021,10,374,509.31
F1880122,Rear Hub 122,2021,11,286,431.87
F1880122,Rear Hub 122,2021,12,250,420.25
F1880122,Rear Hub 122,2022,1,456,447.38
F1880122,Rear Hub 122,2022,2,549,514.8
F1880122,Rear Hub 122,2022,3,534,489.23
F1880122,Rear Hub 122,2022,4,521,555.07
F1880122,Rear Hub 122,2022,5,492,598.81
F1880122,Rear Hub 122,2022,6,455,587.91
F1880122,Rear Hub 122,2022,7,447,593.91
F1880122,Rear Hub 122,2022,8,328,611.25
F1880122,Rear Hub 122,2022,9,257,625.83
F1880122,Rear Hub 122,2022,10,435,719.39
F1880122,Rear Hub 122,2022,11,469,784.59
F1880122,Rear Hub 122,2022,12,439,744.98
F1880122,Rear Hub 122,2023,1,610,817.58
F1880122,Rear Hub 122,2023,2,441,921.22
F1880122,Rear Hub 122,2023,3,396,998.27
F1880122,Rear Hub 122,2023,4,463,1051.79
F1880122,Rear Hub 122,2023,5,444,1045.88
F1880122,Rear Hub 122,2023,6,577,1019.05
F1880122,Rear Hub 122,2023,7,532,1200.0
F1880122,Rear Hub 122,2023,8,442,1254.82
F1880122,Rear Hub 122,2023,9,569,1257.17
F1880122,Rear Hub 122,2023,10,497,1281.94
F1880122,Rear Hub 122,2023,11,555,1279.03
F1880122,Rear Hub 122,2023,12,475,1564.61
F1880122,Rear Hub 122,2024,1,628,1428.74
F1880122,Rear Hub 122,2024,2,477,1738.96
F1880122,Rear Hub 122,2024,3,545,1856.62
F1880122,Rear Hub 122,2024,4,648,1834.57
F1880122,Rear Hub 122,2024,5,429,2127.17
F1880122,Rear Hub 122,2024,6,614,2364.96
F1880122,Rear Hub 122,2024,7,566,2222.81
F1880122,Rear Hub 122,2024,8,518,2488.94
F1880122,Rear Hub 122,2024,9,465,2626.86
F1880122,Rear Hub 122,2024,10,638,3104.6
F1880122,Rear Hub 122,2024,11,533,3522.42
F1880122,Rear Hub 122,2024,12,592,3748.95
F1888822,Dummy Hub 822,2020,1,155,2875.03
F1888822,Dummy Hub 822,2020,2,157,2805.46
F1888822,Dummy Hub 822,2020,3,219,2239.77
F1888822,Dummy Hub 822,2020,4,185,2248.85
F1888822,Dummy Hub 822,2020,5,168,2402.56
F1888822,Dummy Hub 822,2020,6,202,2045.94
F1888822,Dummy Hub 822,2020,7,211,2057.79
F1888822,Dummy Hub 822,2020,8,210,2075.2
F1888822,Dummy Hub 822,2020,9,188,1905.32
F1888822,Dummy Hub 822,2020,10,124,1788.97
F1888822,Dummy Hub 822,2020,11,172,1477.88
F1888822,Dummy Hub 822,2020,12,164,1607.92
F1888822,Dummy Hub 822,2021,1,151,1430.06
F1888822,Dummy Hub 822,2021,2,146,1290.36
F1888822,Dummy Hub 822,2021,3,138,1283.77
F1888822,Dummy Hub 822,2021,4,204,1252.2
F1888822,Dummy Hub 822,2021,5,251,1252.87
F1888822,Dummy Hub 822,2021,6,176,1240.37
F1888822,Dummy Hub 822,2021,7,125,1148.79
F1888822,Dummy Hub 822,2021,8,177,996.18
F1888822,Dummy Hub 822,2021,9,210,1074.23
F1888822,Dummy Hub 822,2021,10,167,957.14
F1888822,Dummy Hub 822,2021,11,112,835.31
F1888822,Dummy Hub 822,2021,12,184,918.35
F1888822,Dummy Hub 822,2022,1,362,864.21
F1888822,Dummy Hub 822,2022,2,209,934.45
F1888822,Dummy Hub 822,2022,3,239,938.92
F1888822,Dummy Hub 822,2022,4,273,988.93
F1888822,Dummy Hub 822,2022,5,236,1056.43
F1888822,Dummy Hub 822,2022,6,247,1092.22
